subject,http://www.w3.org/2004/02/skos/core#prefLabel,http://www.w3.org/2000/01/rdf-schema#label,https://osgeo.geolexica.org/api/geolexica#jsonldURI,https://osgeo.geolexica.org/api/geolexica#hasInfo,http://www.w3.org/2004/02/skos/core#definition,http://www.w3.org/2004/02/skos/core#notation,https://osgeo.geolexica.org/api/geolexica#hasLDAPI,https://osgeo.geolexica.org/api/geolexica#skosrdfURI,https://osgeo.geolexica.org/api/geolexica#hasOrigin,http://www.w3.org/2004/02/skos/core#inScheme,https://osgeo.geolexica.org/api/geolexica#hasReview,https://osgeo.geolexica.org/api/geolexica#abbreviation,https://osgeo.geolexica.org/api/geolexica#classification,https://osgeo.geolexica.org/api/geolexica#rdfxmlURI,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://osgeo.geolexica.org/api/geolexica#jsonURI,https://osgeo.geolexica.org/api/osgeo-lang#eng-note,http://purl.org/dc/terms/identifier,https://osgeo.geolexica.org/api/geolexica#hasSource,https://osgeo.geolexica.org/api/geolexica#clause,https://osgeo.geolexica.org/api/geolexica#example,http://www.w3.org/2002/07/owl#imports,http://purl.org/vocab/vann/preferredNamespaceUri,http://purl.org/dc/terms/title,http://purl.org/dc/terms/created,http://www.w3.org/2002/07/owl#versionIRI,http://purl.org/vocab/vann/preferredNamespacePrefix,http://purl.org/dc/terms/conformsTo,http://purl.org/dc/terms/license,http://purl.org/dc/terms/modified,http://purl.org/dc/terms/description,http://www.w3.org/2004/02/skos/core#altLabel
https://osgeo.geolexica.org/api/osgeo-concept/c264,Office of Spatial Data Management@en,Office of Spatial Data Management,https://osgeo.geolexica.org/api/ldapi/264.jsonld^^http://www.w3.org/2001/XMLSchema#anyURI,https://osgeo.geolexica.org/api/osgeo-info#Info264,Definition not provided in this language.@en,264^^http://www.w3.org/2001/XMLSchema#integer,https://osgeo.geolexica.org/api/osgeo-ldapi#ldapi264-skosrdf,https://osgeo.geolexica.org/api/ldapi/264.ttl^^http://www.w3.org/2001/XMLSchema#anyURI,https://osgeo.geolexica.org/registers/#language-eng^^http://www.w3.org/2001/XMLSchema#anyURI,https://osgeo.geolexica.org/api/geolexica#OSGeoConceptScheme,https://osgeo.geolexica.org/api/osgeo-review#Review264,OSDM,preferred@en,https://osgeo.geolexica.org/api/ldapi/264.rdf^^http://www.w3.org/2001/XMLSchema#anyURI,http://www.w3.org/2002/07/owl#NamedIndividual,https://osgeo.geolexica.org/api/ldapi/264.json^^http://www.w3.org/2001/XMLSchema#anyURI,https://osgeo.geolexica.org/api/osgeo-note#DefnTransUnavail,264^^http://www.w3.org/2001/XMLSchema#integer,https://www.opengeospatial.org/acronyms,,,,,,,,,,,,,
,,,,,,,https://osgeo.geolexica.org/api/osgeo-ldapi#ldapi264-json,,https://osgeo.geolexica.org/api/osgeo-lang#engRegistry,,,,,,http://www.w3.org/2004/02/skos/core#Concept,,,,,,,,,,,,,,,,,
,,,,,,,https://osgeo.geolexica.org/api/osgeo-ldapi#ldapi264-jsonld,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,https://osgeo.geolexica.org/api/osgeo-ldapi#ldapi264-rdfxml,,,,,,,,,,,,,,,,,,,,,,,,,
https://osgeo.geolexica.org/api/osgeo-concept/c179,image@en,image,https://osgeo.geolexica.org/api/ldapi/179.jsonld^^http://www.w3.org/2001/XMLSchema#anyURI,https://osgeo.geolexica.org/api/osgeo-info#Info179,gridded coverage whose attribute values are a numerical representation of a physical parameter@en,179^^http://www.w3.org/2001/XMLSchema#integer,https://osgeo.geolexica.org/api/osgeo-ldapi#ldapi179-skosrdf,https://osgeo.geolexica.org/api/ldapi/179.ttl^^http://www.w3.org/2001/XMLSchema#anyURI,https://osgeo.geolexica.org/registers/#language-eng^^http://www.w3.org/2001/XMLSchema#anyURI,https://osgeo.geolexica.org/api/geolexica#OSGeoConceptScheme,https://osgeo.geolexica.org/api/osgeo-review#Review179,,preferred@en,https://osgeo.geolexica.org/api/ldapi/179.rdf^^http://www.w3.org/2001/XMLSchema#anyURI,http://www.w3.org/2004/02/skos/core#Concept,https://osgeo.geolexica.org/api/ldapi/179.json^^http://www.w3.org/2001/XMLSchema#anyURI,Note to entry: The physical parameters are the result of measurement by a sensor (3.27) or a prediction from a model.@en,179^^http://www.w3.org/2001/XMLSchema#integer,https://osgeo.geolexica.org/api/osgeo-source#ISO-19115-2-2019,3.1.18,,,,,,,,,,,,
,,,,,,,https://osgeo.geolexica.org/api/osgeo-ldapi#ldapi179-rdfxml,,https://osgeo.geolexica.org/api/osgeo-lang#engRegistry,,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,,,,,,,,,,,,,,,,
,,,,,,,https://osgeo.geolexica.org/api/osgeo-ldapi#ldapi179-jsonld,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,https://osgeo.geolexica.org/api/osgeo-ldapi#ldapi179-json,,,,,,,,,,,,,,,,,,,,,,,,,
https://osgeo.geolexica.org/api/osgeo-concept/c97,ebXML Registry Services and Protocols@en,ebXML Registry Services and Protocols,https://osgeo.geolexica.org/api/ldapi/97.jsonld^^http://www.w3.org/2001/XMLSchema#anyURI,https://osgeo.geolexica.org/api/osgeo-info#Info97,OASIS standard that defines a set of services that enable sharing of content and metadata between organizational entities in a federated environment@en,97^^http://www.w3.org/2001/XMLSchema#integer,https://osgeo.geolexica.org/api/osgeo-ldapi#ldapi97-json,https://osgeo.geolexica.org/api/ldapi/97.ttl^^http://www.w3.org/2001/XMLSchema#anyURI,https://osgeo.geolexica.org/api/osgeo-lang#engRegistry,https://osgeo.geolexica.org/api/geolexica#OSGeoConceptScheme,https://osgeo.geolexica.org/api/osgeo-review#Review97,ebRS,preferred@en,https://osgeo.geolexica.org/api/ldapi/97.rdf^^http://www.w3.org/2001/XMLSchema#anyURI,http://www.w3.org/2002/07/owl#NamedIndividual,https://osgeo.geolexica.org/api/ldapi/97.json^^http://www.w3.org/2001/XMLSchema#anyURI,,97^^http://www.w3.org/2001/XMLSchema#integer,https://joinup.ec.europa.eu/sites/default/files/document/2011-12/gvsig-1_0-man-v1-en_01.pdf,,,,,,,,,,,,,
,,,,,,,https://osgeo.geolexica.org/api/osgeo-ldapi#ldapi97-skosrdf,,https://osgeo.geolexica.org/registers/#language-eng^^http://www.w3.org/2001/XMLSchema#anyURI,,,,,,http://www.w3.org/2004/02/skos/core#Concept,,,,,,,,,,,,,,,,,
,,,,,,,https://osgeo.geolexica.org/api/osgeo-ldapi#ldapi97-jsonld,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,https://osgeo.geolexica.org/api/osgeo-ldapi#ldapi97-rdfxml,,,,,,,,,,,,,,,,,,,,,,,,,
https://osgeo.geolexica.org/api/osgeo-concept/c234,metadata element@en,metadata element,https://osgeo.geolexica.org/api/ldapi/234.jsonld^^http://www.w3.org/2001/XMLSchema#anyURI,https://osgeo.geolexica.org/api/osgeo-info#Info234,discrete unit of metadata@en,234^^http://www.w3.org/2001/XMLSchema#integer,https://osgeo.geolexica.org/api/osgeo-ldapi#ldapi234-rdfxml,https://osgeo.geolexica.org/api/ldapi/234.ttl^^http://www.w3.org/2001/XMLSchema#anyURI,https://osgeo.geolexica.org/api/osgeo-lang#engRegistry,https://osgeo.geolexica.org/api/geolexica#OSGeoConceptScheme,https://osgeo.geolexica.org/api/osgeo-review#Review234,,preferred@en,https://osgeo.geolexica.org/api/ldapi/234.rdf^^http://www.w3.org/2001/XMLSchema#anyURI,http://www.w3.org/2004/02/skos/core#Concept,https://osgeo.geolexica.org/api/ldapi/234.json^^http://www.w3.org/2001/XMLSchema#anyURI,Note 2 to entry:  Equivalent to an attribute and/or an association in UML terminology.@en,234^^http://www.w3.org/2001/XMLSchema#integer,https://osgeo.geolexica.org/api/osgeo-source#ISO-19115-1-2014,4.11,,,,,,,,,,,,
,,,,,,,https://osgeo.geolexica.org/api/osgeo-ldapi#ldapi234-jsonld,,https://osgeo.geolexica.org/registers/#language-eng^^http://www.w3.org/2001/XMLSchema#anyURI,,,,,,http://www.w3.org/2002/07/owl#NamedIndividual,,Note 1 to entry:  Metadata elements are unique within a metadata class.@en,,,,,,,,,,,,,,,
,,,,,,,https://osgeo.geolexica.org/api/osgeo-ldapi#ldapi234-skosrdf,,,,,,,,,,Note 3 to entry:  Class attributes and relationships are referred to collectively as metadata elements.@en,,,,,,,,,,,,,,,
,,,,,,,https://osgeo.geolexica.org/api/osgeo-ldapi#ldapi234-json,,,,,,,,,,,,,,,,,,,,,,,,,
https://osgeo.geolexica.org/api/osgeo-concept/c149,Geospatial Objects@en,Geospatial Objects,https://osgeo.geolexica.org/api/ldapi/149.jsonld^^http://www.w3.org/2001/XMLSchema#anyURI,https://osgeo.geolexica.org/api/osgeo-info#Info149,OGC OpenGIS Geographic Objects Implementation Specification@en,149^^http://www.w3.org/2001/XMLSchema#integer,https://osgeo.geolexica.org/api/osgeo-ldapi#ldapi149-rdfxml,https://osgeo.geolexica.org/api/ldapi/149.ttl^^http://www.w3.org/2001/XMLSchema#anyURI,https://osgeo.geolexica.org/api/osgeo-lang#engRegistry,https://osgeo.geolexica.org/api/geolexica#OSGeoConceptScheme,https://osgeo.geolexica.org/api/osgeo-review#Review149,GO,preferred@en,https://osgeo.geolexica.org/api/ldapi/149.rdf^^http://www.w3.org/2001/XMLSchema#anyURI,http://www.w3.org/2004/02/skos/core#Concept,https://osgeo.geolexica.org/api/ldapi/149.json^^http://www.w3.org/2001/XMLSchema#anyURI,Note to entry:  Retired OGC standard.@en,149^^http://www.w3.org/2001/XMLSchema#integer,https://www.opengeospatial.org/acronyms,,,,,,,,,,,,,
